,item,work,itemLabel,workLabel
0,http://www.wikidata.org/entity/Q57266,http://www.wikidata.org/entity/Q775930,Ernst Toller,"Hoppla, We're Alive!"
1,http://www.wikidata.org/entity/Q57266,http://www.wikidata.org/entity/Q1306435,Ernst Toller,I was a German
2,http://www.wikidata.org/entity/Q57266,http://www.wikidata.org/entity/Q1619404,Ernst Toller,Brokenbrow
3,http://www.wikidata.org/entity/Q57266,http://www.wikidata.org/entity/Q1669407,Ernst Toller,Masses Man
4,http://www.wikidata.org/entity/Q57266,http://www.wikidata.org/entity/Q20481403,Ernst Toller,The swallow-book
0,http://www.wikidata.org/entity/Q75868,http://www.wikidata.org/entity/Q1197193,Arnold Zweig,The Case of Sergeant Grischa
0,http://www.wikidata.org/entity/Q508632,http://www.wikidata.org/entity/Q616067,Jacques Rivière,La Nouvelle Revue française
0,http://www.wikidata.org/entity/Q56229765,http://www.wikidata.org/entity/Q51483818,John Harper,"Glimpses of ocean life; or, Rock-pools and the lessons they teach"
0,http://www.wikidata.org/entity/Q316616,http://www.wikidata.org/entity/Q1215261,Mateo Alemán,Guzmán de Alfarache
0,http://www.wikidata.org/entity/Q64404,http://www.wikidata.org/entity/Q1212316,Arno Holz,The Selicke Family
1,http://www.wikidata.org/entity/Q64404,http://www.wikidata.org/entity/Q2050484,Arno Holz,Q2050484
2,http://www.wikidata.org/entity/Q64404,http://www.wikidata.org/entity/Q2084857,Arno Holz,Phantasus
3,http://www.wikidata.org/entity/Q64404,http://www.wikidata.org/entity/Q111650037,Arno Holz,Q111650037
0,http://www.wikidata.org/entity/Q317152,http://www.wikidata.org/entity/Q585100,Paul Lafargue,The Right to be Lazy
0,http://www.wikidata.org/entity/Q7324629,http://www.wikidata.org/entity/Q56248256,Richard Carnac Temple,Fifty years of The Indian Antiquary
0,http://www.wikidata.org/entity/Q206972,http://www.wikidata.org/entity/Q730868,Olympe de Gouges,Declaration of the Rights of Woman and the Female Citizen
1,http://www.wikidata.org/entity/Q206972,http://www.wikidata.org/entity/Q25389160,Olympe de Gouges,Q25389160
2,http://www.wikidata.org/entity/Q206972,http://www.wikidata.org/entity/Q730868,Olympe de Gouges,Declaration of the Rights of Woman and the Female Citizen
3,http://www.wikidata.org/entity/Q206972,http://www.wikidata.org/entity/Q25389160,Olympe de Gouges,Q25389160
0,http://www.wikidata.org/entity/Q202308,http://www.wikidata.org/entity/Q2916302,Evliya Çelebi,Seyahatname
0,http://www.wikidata.org/entity/Q99762870,http://www.wikidata.org/entity/Q1247468,John Butler,Hallmark Hall of Fame
0,http://www.wikidata.org/entity/Q23715146,http://www.wikidata.org/entity/Q1436734,Frank Cowper,adventure
1,http://www.wikidata.org/entity/Q23715146,http://www.wikidata.org/entity/Q1519335,Frank Cowper,ghost story
2,http://www.wikidata.org/entity/Q23715146,http://www.wikidata.org/entity/Q14085739,Frank Cowper,sailing
0,http://www.wikidata.org/entity/Q237095,http://www.wikidata.org/entity/Q507528,Madeleine de Scudéry,Artamène
0,http://www.wikidata.org/entity/Q390123,http://www.wikidata.org/entity/Q12234949,Kâtip Çelebi,Kaşf az-Zunūn
0,http://www.wikidata.org/entity/Q780090,http://www.wikidata.org/entity/Q3880005,Ilmari Kianto,Nälkämaan laulu
1,http://www.wikidata.org/entity/Q780090,http://www.wikidata.org/entity/Q18679452,Ilmari Kianto,The Red Line
2,http://www.wikidata.org/entity/Q780090,http://www.wikidata.org/entity/Q18679484,Ilmari Kianto,Joseph of Ryysyranta
0,http://www.wikidata.org/entity/Q2075170,http://www.wikidata.org/entity/Q7036779,Dinabandhu Mitra,Nil-Darpan Natok
0,http://www.wikidata.org/entity/Q547470,http://www.wikidata.org/entity/Q17496039,Roger Fry,Q17496039
1,http://www.wikidata.org/entity/Q547470,http://www.wikidata.org/entity/Q17496137,Roger Fry,Q17496137
0,http://www.wikidata.org/entity/Q14049,http://www.wikidata.org/entity/Q51403552,Spencer Fullerton Baird,A history of North American birds
1,http://www.wikidata.org/entity/Q14049,http://www.wikidata.org/entity/Q51407592,Spencer Fullerton Baird,"Catalogue of North American birds, chiefly in the Museum of the Smithsonian Institution"
2,http://www.wikidata.org/entity/Q14049,http://www.wikidata.org/entity/Q51407597,Spencer Fullerton Baird,"Outlines of American ornithology : part 1, Land birds"
3,http://www.wikidata.org/entity/Q14049,http://www.wikidata.org/entity/Q51410859,Spencer Fullerton Baird,Natural History Illustrations
4,http://www.wikidata.org/entity/Q14049,http://www.wikidata.org/entity/Q51414949,Spencer Fullerton Baird,The water birds of North America
5,http://www.wikidata.org/entity/Q14049,http://www.wikidata.org/entity/Q61905773,Spencer Fullerton Baird,"Report upon the invertebrate animals of Vineyard Sound and adjacent waters, with an account of the physical features of the region"
0,http://www.wikidata.org/entity/Q6286581,http://www.wikidata.org/entity/Q59195179,Joseph Ritson,"Ancient Songs, from the Time of King Henry the Third, to the Revolution"
0,http://www.wikidata.org/entity/Q24766,http://www.wikidata.org/entity/Q3257249,John Mandeville,The Travels of Sir John Mandeville
0,http://www.wikidata.org/entity/Q5346648,http://www.wikidata.org/entity/Q7749999,Edwin Markham,The Man With the Hoe
0,http://www.wikidata.org/entity/Q124465,http://www.wikidata.org/entity/Q26808332,Titus Tobler,Appenzellischer Sprachschatz
0,http://www.wikidata.org/entity/Q243110,http://www.wikidata.org/entity/Q12210655,Isabel Burton,"The inner life of Syria, Palestine, and the Holy Land: from my private journal"
0,http://www.wikidata.org/entity/Q1335728,http://www.wikidata.org/entity/Q5096773,William Wetmore Story,Chief Justice John Marshall
1,http://www.wikidata.org/entity/Q1335728,http://www.wikidata.org/entity/Q5543272,William Wetmore Story,George Peabody
0,http://www.wikidata.org/entity/Q275188,http://www.wikidata.org/entity/Q1712217,Jean Craighead George,Julie of the Wolves
1,http://www.wikidata.org/entity/Q275188,http://www.wikidata.org/entity/Q3801260,Jean Craighead George,My Side of the Mountain
0,http://www.wikidata.org/entity/Q364264,http://www.wikidata.org/entity/Q509070,John William Polidori,The Vampyre
0,http://www.wikidata.org/entity/Q3182476,http://www.wikidata.org/entity/Q19941686,John Smith,"A catalogue raisonné of the works of the most eminent Dutch, Flemish, and French painters"
0,http://www.wikidata.org/entity/Q121360263,http://www.wikidata.org/entity/Q106338331,Henry George,"An Attempt to Show That Our Nursery Rhyme, The House That Jack Built, Is an Historical Allegory, Pourtraying Eventful Periods in England’s History, Since the Times of Harold"
0,http://www.wikidata.org/entity/Q221951,http://www.wikidata.org/entity/Q1225163,Achilles Tatius,Leucippe and Clitophon
0,http://www.wikidata.org/entity/Q978564,http://www.wikidata.org/entity/Q3203701,William Wycherley,The Plain Dealer
0,http://www.wikidata.org/entity/Q4907669,http://www.wikidata.org/entity/Q18679261,Jalmari Finne,Kiljusen herrasväki
0,http://www.wikidata.org/entity/Q16409,http://www.wikidata.org/entity/Q5647450,Tristan Tzara,Handkerchief of Clouds
0,http://www.wikidata.org/entity/Q261223,http://www.wikidata.org/entity/Q11894588,Aino Kallas,Q11894588
1,http://www.wikidata.org/entity/Q261223,http://www.wikidata.org/entity/Q31087645,Aino Kallas,Q31087645
2,http://www.wikidata.org/entity/Q261223,http://www.wikidata.org/entity/Q31087668,Aino Kallas,Q31087668
0,http://www.wikidata.org/entity/Q92081,http://www.wikidata.org/entity/Q12353708,Heinrich August Luyken,Paŭlo Debenham
1,http://www.wikidata.org/entity/Q92081,http://www.wikidata.org/entity/Q12355373,Heinrich August Luyken,Stranga Heredaĵo
2,http://www.wikidata.org/entity/Q92081,http://www.wikidata.org/entity/Q20479014,Heinrich August Luyken,Pro Iŝtar
3,http://www.wikidata.org/entity/Q92081,http://www.wikidata.org/entity/Q20479629,Heinrich August Luyken,Mirinda Amo
0,http://www.wikidata.org/entity/Q62517410,http://www.wikidata.org/entity/Q62516387,William H. Jackson,Life and Confession of Sophia Hamilton
0,http://www.wikidata.org/entity/Q188875,http://www.wikidata.org/entity/Q5694002,Leopoldo Lugones,Las fuerzas extrañas
1,http://www.wikidata.org/entity/Q188875,http://www.wikidata.org/entity/Q6462995,Leopoldo Lugones,La Guerra Gaucha
2,http://www.wikidata.org/entity/Q188875,http://www.wikidata.org/entity/Q19424303,Leopoldo Lugones,Cuentos (Lugones)
0,http://www.wikidata.org/entity/Q263067,http://www.wikidata.org/entity/Q7735316,Evelyn Beatrice Hall,The Friends of Voltaire
0,http://www.wikidata.org/entity/Q152176,http://www.wikidata.org/entity/Q3237838,Paul Éluard,"Liberté, j'écris ton nom"
0,http://www.wikidata.org/entity/Q3498654,http://www.wikidata.org/entity/Q3346999,Stephen Smith,Q3346999
1,http://www.wikidata.org/entity/Q3498654,http://www.wikidata.org/entity/Q55597653,Stephen Smith,Q55597653
0,http://www.wikidata.org/entity/Q1650288,http://www.wikidata.org/entity/Q78785453,Percy MacKaye,The Canterbury Tales of Geoffrey Chaucer
0,http://www.wikidata.org/entity/Q4241808,http://www.wikidata.org/entity/Q58199102,George Croly,"Spirit of God, Descend Upon My Heart"
0,http://www.wikidata.org/entity/Q314189,http://www.wikidata.org/entity/Q64685996,Lev Shestov,Athens and Jerusalem
0,http://www.wikidata.org/entity/Q157321,http://www.wikidata.org/entity/Q2413412,Francis Picabia,Q2413412
1,http://www.wikidata.org/entity/Q157321,http://www.wikidata.org/entity/Q3224380,Francis Picabia,Q3224380
2,http://www.wikidata.org/entity/Q157321,http://www.wikidata.org/entity/Q3363223,Francis Picabia,Q3363223
0,http://www.wikidata.org/entity/Q5729097,http://www.wikidata.org/entity/Q19085838,Henry Thew Stephenson,The Elizabethan People
0,http://www.wikidata.org/entity/Q83158,http://www.wikidata.org/entity/Q56737517,Jean Cocteau,Q56737517
1,http://www.wikidata.org/entity/Q83158,http://www.wikidata.org/entity/Q56737517,Jean Cocteau,Q56737517
0,http://www.wikidata.org/entity/Q50869710,http://www.wikidata.org/entity/Q50869822,Grace Ethelwyn Cody,"Jacquette, A Sorority Girl"
0,http://www.wikidata.org/entity/Q106910,http://www.wikidata.org/entity/Q623515,Wilhelm Hey,Alle Jahre wieder
1,http://www.wikidata.org/entity/Q106910,http://www.wikidata.org/entity/Q20744313,Wilhelm Hey,"Weißt du, wie viel Sternlein stehen"
0,http://www.wikidata.org/entity/Q182046,http://www.wikidata.org/entity/Q1581882,Leon Battista Alberti,Basilica of Sant'Andrea
1,http://www.wikidata.org/entity/Q182046,http://www.wikidata.org/entity/Q3020472,Leon Battista Alberti,De pictura
2,http://www.wikidata.org/entity/Q182046,http://www.wikidata.org/entity/Q3584552,Leon Battista Alberti,San Sebastiano
3,http://www.wikidata.org/entity/Q182046,http://www.wikidata.org/entity/Q96352482,Leon Battista Alberti,Apologi centum
0,http://www.wikidata.org/entity/Q200639,http://www.wikidata.org/entity/Q115950265,Paul Valéry,Q115950265
1,http://www.wikidata.org/entity/Q200639,http://www.wikidata.org/entity/Q118482412,Paul Valéry,The Crisis of the Mind
0,http://www.wikidata.org/entity/Q319557,http://www.wikidata.org/entity/Q2465530,Matteo Maria Boiardo,Orlando Innamorato
0,http://www.wikidata.org/entity/Q298394,http://www.wikidata.org/entity/Q1198839,Alain-Fournier,Le Grand Meaulnes
0,http://www.wikidata.org/entity/Q123085,http://www.wikidata.org/entity/Q2057626,Juliana Berners,Book of Saint Albans
0,http://www.wikidata.org/entity/Q22686,http://www.wikidata.org/entity/Q863122,Donald Trump,The Apprentice
1,http://www.wikidata.org/entity/Q22686,http://www.wikidata.org/entity/Q7847758,Donald Trump,Trump: The Art of the Deal
2,http://www.wikidata.org/entity/Q22686,http://www.wikidata.org/entity/Q21427293,Donald Trump,Crippled America
0,http://www.wikidata.org/entity/Q1374243,http://www.wikidata.org/entity/Q2415058,Richard Price,The Wanderers
0,http://www.wikidata.org/entity/Q523581,http://www.wikidata.org/entity/Q3428721,François-Joseph Fétis,Revue et gazette musicale de Paris
1,http://www.wikidata.org/entity/Q523581,http://www.wikidata.org/entity/Q28007160,François-Joseph Fétis,Biographie universelle des musiciens
0,http://www.wikidata.org/entity/Q8011,http://www.wikidata.org/entity/Q466060,Avicenna,Canon of Medicine
1,http://www.wikidata.org/entity/Q8011,http://www.wikidata.org/entity/Q1030940,Avicenna,The Book of Healing
2,http://www.wikidata.org/entity/Q8011,http://www.wikidata.org/entity/Q22948618,Avicenna,Al-isharat wa al-tanbihat
0,http://www.wikidata.org/entity/Q160362,http://www.wikidata.org/entity/Q3231273,Theophrastus,Characters
1,http://www.wikidata.org/entity/Q160362,http://www.wikidata.org/entity/Q3333485,Theophrastus,Metaphysics
2,http://www.wikidata.org/entity/Q160362,http://www.wikidata.org/entity/Q16536650,Theophrastus,On the causes of plants
3,http://www.wikidata.org/entity/Q160362,http://www.wikidata.org/entity/Q17156420,Theophrastus,History of Plants
4,http://www.wikidata.org/entity/Q160362,http://www.wikidata.org/entity/Q63183551,Theophrastus,De sensu
0,http://www.wikidata.org/entity/Q692757,http://www.wikidata.org/entity/Q3415915,Lucien Fabre,Q3415915
0,http://www.wikidata.org/entity/Q171677,http://www.wikidata.org/entity/Q4373704,Roger Bacon,Opus Majus
1,http://www.wikidata.org/entity/Q171677,http://www.wikidata.org/entity/Q20949760,Roger Bacon,Opus Minus
0,http://www.wikidata.org/entity/Q4948162,http://www.wikidata.org/entity/Q10426505,Laura Fitinghoff,Barnen ifrån Frostmofjället
1,http://www.wikidata.org/entity/Q4948162,http://www.wikidata.org/entity/Q100975616,Laura Fitinghoff,Q100975616
0,http://www.wikidata.org/entity/Q3376165,http://www.wikidata.org/entity/Q7111120,Harriet E. Wilson,Our Nig
0,http://www.wikidata.org/entity/Q369632,http://www.wikidata.org/entity/Q2334547,Evan Hunter,87th Precinct
1,http://www.wikidata.org/entity/Q369632,http://www.wikidata.org/entity/Q2334547,Evan Hunter,87th Precinct
0,http://www.wikidata.org/entity/Q963058,http://www.wikidata.org/entity/Q6945183,Dorothea Mackellar,My Country
0,http://www.wikidata.org/entity/Q1868,http://www.wikidata.org/entity/Q451,Paul Otlet,Mundaneum
1,http://www.wikidata.org/entity/Q1868,http://www.wikidata.org/entity/Q243350,Paul Otlet,Universal Decimal Classification
0,http://www.wikidata.org/entity/Q464264,http://www.wikidata.org/entity/Q3310994,Rosalía de Castro,New Leaves
1,http://www.wikidata.org/entity/Q464264,http://www.wikidata.org/entity/Q3311871,Rosalía de Castro,Cantares gallegos
2,http://www.wikidata.org/entity/Q464264,http://www.wikidata.org/entity/Q5966934,Rosalía de Castro,Q5966934
3,http://www.wikidata.org/entity/Q464264,http://www.wikidata.org/entity/Q19434309,Rosalía de Castro,O cabaleiro das botas azuis
4,http://www.wikidata.org/entity/Q464264,http://www.wikidata.org/entity/Q19440746,Rosalía de Castro,En las orillas del Sar
5,http://www.wikidata.org/entity/Q464264,http://www.wikidata.org/entity/Q19450324,Rosalía de Castro,La flor
6,http://www.wikidata.org/entity/Q464264,http://www.wikidata.org/entity/Q31282836,Rosalía de Castro,Contos da miña terra
7,http://www.wikidata.org/entity/Q464264,http://www.wikidata.org/entity/Q56649048,Rosalía de Castro,Lieders
0,http://www.wikidata.org/entity/Q744848,http://www.wikidata.org/entity/Q1962786,Pellegrino Artusi,La scienza in cucina e l'arte di mangiar bene
0,http://www.wikidata.org/entity/Q1258959,http://www.wikidata.org/entity/Q642883,John Jakes,The Kent Family Chronicles
1,http://www.wikidata.org/entity/Q1258959,http://www.wikidata.org/entity/Q3343579,John Jakes,North and South triology
0,http://www.wikidata.org/entity/Q77024,http://www.wikidata.org/entity/Q1212981,Lion Feuchtwanger,The Oppermanns
1,http://www.wikidata.org/entity/Q77024,http://www.wikidata.org/entity/Q1710847,Lion Feuchtwanger,Jew Süss
0,http://www.wikidata.org/entity/Q23434,http://www.wikidata.org/entity/Q26505,Ernest Hemingway,The Old Man and the Sea
1,http://www.wikidata.org/entity/Q23434,http://www.wikidata.org/entity/Q235795,Ernest Hemingway,A Farewell to Arms
2,http://www.wikidata.org/entity/Q23434,http://www.wikidata.org/entity/Q501351,Ernest Hemingway,The Sun Also Rises
3,http://www.wikidata.org/entity/Q23434,http://www.wikidata.org/entity/Q1171416,Ernest Hemingway,The Short Happy Life of Francis Macomber
4,http://www.wikidata.org/entity/Q23434,http://www.wikidata.org/entity/Q3363263,Ernest Hemingway,Hills Like White Elephants
5,http://www.wikidata.org/entity/Q23434,http://www.wikidata.org/entity/Q15587387,Ernest Hemingway,The Snows of Kilimanjaro
0,http://www.wikidata.org/entity/Q2450746,http://www.wikidata.org/entity/Q2914040,Joaquín Dicenta,Juan José
1,http://www.wikidata.org/entity/Q5931880,http://www.wikidata.org/entity/Q7045866,Joaquín Dicenta,Nobleza baturra
0,http://www.wikidata.org/entity/Q47739,http://www.wikidata.org/entity/Q1074987,Zhuangzi,Zhuangzi
0,http://www.wikidata.org/entity/Q5338635,http://www.wikidata.org/entity/Q7244243,Edith Ogden Harrison,Prince Silverwings
0,http://www.wikidata.org/entity/Q85002,http://www.wikidata.org/entity/Q19217920,Ada Christen,Q19217920
1,http://www.wikidata.org/entity/Q85002,http://www.wikidata.org/entity/Q59690613,Ada Christen,Q59690613
0,http://www.wikidata.org/entity/Q188646,http://www.wikidata.org/entity/Q19187400,Lucan,La Pharsale
0,http://www.wikidata.org/entity/Q3364708,http://www.wikidata.org/entity/Q83260660,Harold Barclay,People without Government: An Anthropology of Anarchy
0,http://www.wikidata.org/entity/Q333615,http://www.wikidata.org/entity/Q371371,Raymond Radiguet,Le Diable au corps
1,http://www.wikidata.org/entity/Q333615,http://www.wikidata.org/entity/Q2084493,Raymond Radiguet,Le bal du Comte d'Orgel
0,http://www.wikidata.org/entity/Q161955,http://www.wikidata.org/entity/Q2291024,André Breton,Surrealist Manifesto
1,http://www.wikidata.org/entity/Q161955,http://www.wikidata.org/entity/Q11695129,André Breton,Second Surrealist Manifesto
2,http://www.wikidata.org/entity/Q161955,http://www.wikidata.org/entity/Q16386884,André Breton,Manifestoes of Surrealism
0,http://www.wikidata.org/entity/Q5346612,http://www.wikidata.org/entity/Q6544445,Edwin Lester Arnold,Lieut. Gullivar Jones: His Vacation
0,http://www.wikidata.org/entity/Q309974,http://www.wikidata.org/entity/Q905658,Jean Giraudoux,The Madwoman of Chaillot
0,http://www.wikidata.org/entity/Q487523,http://www.wikidata.org/entity/Q19184195,Anatole Le Braz,Q19184195
0,http://www.wikidata.org/entity/Q234721,http://www.wikidata.org/entity/Q6469469,Djuna Barnes,Ladies Almanack
1,http://www.wikidata.org/entity/Q234721,http://www.wikidata.org/entity/Q11918676,Djuna Barnes,Nightwood
2,http://www.wikidata.org/entity/Q234721,http://www.wikidata.org/entity/Q19080370,Djuna Barnes,The Book of Repulsive Women
0,http://www.wikidata.org/entity/Q60477,http://www.wikidata.org/entity/Q2533291,Georg Kaiser,From Morning to Midnight
1,http://www.wikidata.org/entity/Q60477,http://www.wikidata.org/entity/Q66093348,Georg Kaiser,The Burghers of Calais
2,http://www.wikidata.org/entity/Q60477,http://www.wikidata.org/entity/Q111142857,Georg Kaiser,Gas
0,http://www.wikidata.org/entity/Q4275857,http://www.wikidata.org/entity/Q7912368,Brinsley MacNamara,Valley of the Squinting Windows
0,http://www.wikidata.org/entity/Q1285184,http://www.wikidata.org/entity/Q124570411,Edith Summers Kelley,Weeds
0,http://www.wikidata.org/entity/Q57280,http://www.wikidata.org/entity/Q3454752,Johann Joachim Winckelmann,Thoughts on the Imitation of Greek Works in Painting and the Art of Sculpture
1,http://www.wikidata.org/entity/Q57280,http://www.wikidata.org/entity/Q3974015,Johann Joachim Winckelmann,Geschichte der Kunst des Alterthums
0,http://www.wikidata.org/entity/Q7405327,http://www.wikidata.org/entity/Q111451552,Sally Watson,Highland Rebel
0,http://www.wikidata.org/entity/Q454568,http://www.wikidata.org/entity/Q7191238,Josef Čapek,Pictures from the Insects' Life
1,http://www.wikidata.org/entity/Q454568,http://www.wikidata.org/entity/Q10379802,Josef Čapek,Adam the Creator
2,http://www.wikidata.org/entity/Q454568,http://www.wikidata.org/entity/Q11082337,Josef Čapek,Zářivé hlubiny
3,http://www.wikidata.org/entity/Q454568,http://www.wikidata.org/entity/Q12031403,Josef Čapek,Krakonošova zahrada
4,http://www.wikidata.org/entity/Q454568,http://www.wikidata.org/entity/Q12034543,Josef Čapek,The Fateful Game of Love
5,http://www.wikidata.org/entity/Q454568,http://www.wikidata.org/entity/Q20058177,Josef Čapek,Stín kapradiny
0,http://www.wikidata.org/entity/Q286116,http://www.wikidata.org/entity/Q1063587,Alfred Bester,The Stars My Destination
1,http://www.wikidata.org/entity/Q286116,http://www.wikidata.org/entity/Q2350387,Alfred Bester,The Demolished Man
0,http://www.wikidata.org/entity/Q218319,http://www.wikidata.org/entity/Q6805101,Zofia Nałkowska,Medallions
0,http://www.wikidata.org/entity/Q1345302,http://www.wikidata.org/entity/Q18342642,Francis Davis Millet,A Tender Chord
0,http://www.wikidata.org/entity/Q3505543,http://www.wikidata.org/entity/Q15748230,Andrzej Niemojewski,Q15748230
0,http://www.wikidata.org/entity/Q637455,http://www.wikidata.org/entity/Q3202109,Wilson Tucker,The Year of the Quiet Sun
1,http://www.wikidata.org/entity/Q637455,http://www.wikidata.org/entity/Q3612312,Wilson Tucker,The Lincoln Hunters
0,http://www.wikidata.org/entity/Q565684,http://www.wikidata.org/entity/Q7730914,Anne Parrish,The Dream Coach
0,http://www.wikidata.org/entity/Q1997461,http://www.wikidata.org/entity/Q31836544,Enrique Gaspar,The Anacronopete or The Time Ship: A Chrononautical Journey
0,http://www.wikidata.org/entity/Q151556,http://www.wikidata.org/entity/Q309388,Richard Owen,"Natural History Museum, London"
0,http://www.wikidata.org/entity/Q259921,http://www.wikidata.org/entity/Q5439251,Edith Sitwell,Façade
0,http://www.wikidata.org/entity/Q268453,http://www.wikidata.org/entity/Q13513804,Richard de Bury,The Philobiblon
0,http://www.wikidata.org/entity/Q57592,http://www.wikidata.org/entity/Q491335,Magnus Hirschfeld,Different from the Others
1,http://www.wikidata.org/entity/Q57592,http://www.wikidata.org/entity/Q3806149,Magnus Hirschfeld,Jahrbuch für sexuelle Zwischenstufen
2,http://www.wikidata.org/entity/Q57592,http://www.wikidata.org/entity/Q491335,Magnus Hirschfeld,Different from the Others
